Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
Startup_3892,Fintech,4,1794820212,4158702078,26,France,2022,181.41
Startup_3893,EdTech,8,3950068447,15957640173,21,Australia,2022,73.31
Startup_3894,AI,6,2592822282,7977717150,3,Canada,2000,79.25
Startup_3895,EdTech,1,1349822913,2742770864,20,USA,2023,177.98
Startup_3896,Biotech,1,4498311086,16665066971,33,USA,2023,33.43
Startup_3897,HealthTech,3,3280223209,9413926705,49,India,2017,89.78
Startup_3898,HealthTech,5,2015777167,10003621932,38,USA,2013,65.61
Startup_3899,Biotech,1,4871207234,20075424938,22,Australia,2020,81.47
Startup_3900,AI,2,53489410.54,189822882.6,31,Canada,2001,66
Startup_3901,Blockchain,2,1413060928,6203891384,23,Brazil,2008,141.88
Startup_3902,E-commerce,7,3312837064,15786661237,40,India,2015,110.73
Startup_3903,E-commerce,1,3195313646,14058005971,12,Singapore,2003,153.36
Startup_3904,SaaS,4,1114588551,3792416233,11,Australia,2007,61.28
Startup_3905,E-commerce,10,30618585.63,134826900.1,4,USA,2001,39.67
Startup_3906,HealthTech,8,4606411966,21757757366,35,Brazil,2012,76.72
Startup_3907,Biotech,1,3400830710,14091168104,28,USA,2016,126.65
Startup_3908,Blockchain,4,4156828125,17540275704,9,Brazil,2000,121.34
Startup_3909,EdTech,6,1868188004,4386456278,40,Brazil,2016,67.54
Startup_3910,EdTech,3,2233882551,7824011430,7,France,2011,81.21
Startup_3911,AI,4,2980819592,10649607459,37,India,2018,185.98
Startup_3912,HealthTech,5,1588790298,6874338291,13,France,2013,84.28
Startup_3913,AI,5,3799667108,8736076029,25,Singapore,2017,101.43
Startup_3914,HealthTech,1,1517129618,4282186346,46,Australia,2010,148.6
Startup_3915,SaaS,9,3740702137,7840462294,26,Singapore,2005,160.04
Startup_3916,Biotech,5,2563884327,11197268963,38,India,2009,75.34
Startup_3917,EdTech,9,3260788245,11810562301,10,China,2002,196.07
Startup_3918,Blockchain,2,631132268.8,1687368178,46,India,2000,79.3
Startup_3919,Fintech,6,1659110191,5543559032,46,USA,2009,198.95
Startup_3920,Blockchain,2,413627599.1,1660958205,24,Singapore,2015,101.83
Startup_3921,EdTech,10,1877426216,3495127733,13,France,2011,181.46
Startup_3922,AI,6,3160674243,14605621771,22,Germany,2003,152.23
Startup_3923,E-commerce,2,2935961714,8175678307,10,Singapore,2005,40.91
Startup_3924,Biotech,6,795872693.7,2461926720,41,France,2007,37.27
Startup_3925,Fintech,6,4546634735,22635888370,24,Singapore,2001,80.51
Startup_3926,SaaS,6,4042674249,6821929694,5,USA,2002,177.68
Startup_3927,HealthTech,1,2438156497,6058677863,17,USA,2017,33.8
Startup_3928,Blockchain,1,4480514787,14736146378,46,UK,2001,20.61
Startup_3929,AI,4,1627738214,3866776926,46,India,2015,19.13
Startup_3930,Fintech,7,4682458135,13515780510,26,Brazil,2016,142.84
Startup_3931,SaaS,6,636761943.3,2042788264,40,Germany,2000,14.61
Startup_3932,Biotech,4,815457030.4,1518228979,39,Germany,2013,132.79
Startup_3933,HealthTech,2,1837534082,6180093929,46,Brazil,2001,188.99
Startup_3934,AI,1,475014694.7,2285310827,21,Australia,2009,74.95
Startup_3935,Biotech,10,4752195477,13503027999,43,Germany,2023,114.55
Startup_3936,HealthTech,7,3356666556,14234858839,35,USA,2014,183.77
Startup_3937,Blockchain,3,1125922308,2262158172,6,Singapore,2015,160.45
Startup_3938,EdTech,1,11836004.56,21880888.64,13,China,2001,186.99
Startup_3939,Biotech,2,4526585220,9677457114,16,France,2010,190.58
Startup_3940,AI,2,3413488367,7378141569,15,China,2012,77.79
Startup_3941,HealthTech,10,2704554390,6960314275,24,Canada,2020,44.91
Startup_3942,Biotech,7,1091629721,3361946208,13,France,2003,129.09
Startup_3943,E-commerce,4,4268312096,14085588326,34,Brazil,2001,155.59
Startup_3944,AI,7,3206346586,10284286638,28,India,2016,146.83
Startup_3945,AI,3,242244765,1165414374,36,Brazil,2006,193.2
Startup_3946,Fintech,3,2134853810,6045950724,18,Brazil,2004,8.03
Startup_3947,E-commerce,9,1949652684,6582563529,41,UK,2009,170.59
Startup_3948,Blockchain,5,3484342216,8389503599,27,Australia,2011,59.31
Startup_3949,Fintech,5,3037501779,6979227468,22,Singapore,2020,147.31
Startup_3950,Fintech,5,2675597594,12653187549,19,Canada,2015,29.85
Startup_3951,SaaS,4,1365235551,6675001280,20,France,2003,192.11
Startup_3952,Fintech,7,3540666574,8526109743,27,China,2016,132.33
Startup_3953,HealthTech,3,2969199902,7145145339,10,Germany,2002,161.6
Startup_3954,EdTech,7,2200088795,5878958184,44,France,2015,90.55
Startup_3955,AI,10,2000848699,9578149506,19,USA,2017,121.63
Startup_3956,Biotech,7,3058621199,9065987322,46,Australia,2015,31.76
Startup_3957,E-commerce,10,2763856921,6098522624,25,Brazil,2019,150.13
Startup_3958,Fintech,8,2404456010,4992080609,38,UK,2019,27.54
Startup_3959,SaaS,9,3599655471,7545730474,10,China,2019,136.09
Startup_3960,HealthTech,4,4693347176,7936164597,45,France,2010,166.64
Startup_3961,EdTech,5,4477727318,10014861358,10,Brazil,2005,129.33
Startup_3962,Biotech,10,4726476814,21437750240,16,Brazil,2020,30.86
Startup_3963,E-commerce,9,3340295269,11996035817,38,France,2009,192.98
Startup_3964,Biotech,3,1403365513,2426548173,32,USA,2018,52.87
Startup_3965,HealthTech,6,1413435950,6953970980,7,Canada,2015,46.14
Startup_3966,Fintech,9,2353680891,6059028264,23,France,2023,121.18
Startup_3967,E-commerce,6,1720912594,2603632167,40,France,2022,40.73
Startup_3968,AI,3,1318795848,2155408977,27,Germany,2004,167.96
Startup_3969,HealthTech,5,977440507.2,1472106541,8,UK,2013,140.02
Startup_3970,Blockchain,10,2370061821,9167318671,27,Singapore,2017,125.76
Startup_3971,AI,10,3216537788,5827626011,35,USA,2015,126.89
Startup_3972,SaaS,1,2999139335,9126519216,45,India,2000,45.55
Startup_3973,Biotech,1,714334726,1436635641,8,Australia,2011,179.18
Startup_3974,Blockchain,4,4581049022,13355916301,2,India,2004,96.43
Startup_3975,Biotech,9,973725502.6,3853542639,23,France,2016,93.06
Startup_3976,E-commerce,8,4580234683,18780718277,39,India,2001,173.46
Startup_3977,HealthTech,9,2852137086,4873463437,12,Canada,2000,78.47
Startup_3978,E-commerce,10,2058645493,4472341458,48,India,2018,95.04
Startup_3979,HealthTech,10,1167274844,3023861640,33,USA,2008,158.32
Startup_3980,Blockchain,2,293433287.6,1273479710,18,Singapore,2008,64.81
Startup_3981,E-commerce,9,4495124995,8911256598,25,USA,2019,78.16
Startup_3982,Fintech,9,4361834405,20532610617,46,Canada,2018,49.3
Startup_3983,SaaS,9,3420151122,16196670186,16,Germany,2007,65.81
Startup_3984,EdTech,1,233863416.6,854376013.4,6,Singapore,2001,101.32
Startup_3985,E-commerce,5,65355754.66,107529392.8,13,USA,2007,109.83
Startup_3986,Biotech,5,1626133104,2493010823,1,UK,2022,34.1
Startup_3987,HealthTech,9,3794923841,17838567189,10,USA,2008,141.78
Startup_3988,AI,7,4746240338,21804136845,21,UK,2017,97.39
Startup_3989,Fintech,2,4855644217,21456879466,38,India,2020,16.82
Startup_3990,HealthTech,8,2485983543,4557758219,33,India,2002,10.77
Startup_3991,SaaS,10,750103668.8,3561990944,43,Brazil,2007,133.08
Startup_3992,SaaS,5,1540620284,2941137419,27,Singapore,2023,195.66
Startup_3993,E-commerce,2,4676260051,14733771161,41,USA,2004,122.76
Startup_3994,Biotech,9,3564228756,11476968275,31,France,2013,166.44
Startup_3995,EdTech,3,2787132442,8954621656,11,Australia,2002,90.96
Startup_3996,SaaS,4,2410895558,3842509366,8,Germany,2021,43.91
Startup_3997,HealthTech,2,3916552372,13608278290,18,Brazil,2018,44.37
Startup_3998,Fintech,2,2380411712,5355934842,29,Brazil,2012,65.66
Startup_3999,HealthTech,10,2946705471,5469110515,48,India,2014,19.95
Startup_4000,Blockchain,7,1265365363,5202392792,47,Brazil,2013,104.64
Startup_4001,Biotech,9,4180413272,20340979245,20,Australia,2008,122.56
Startup_4002,SaaS,2,2098503695,4480658656,3,UK,2011,28.86
Startup_4003,Biotech,6,3961764457,10442611795,33,USA,2004,141.06
Startup_4004,HealthTech,2,4236990090,7655017351,21,UK,2017,120.44
Startup_4005,Blockchain,10,1450907465,5580881302,11,Brazil,2008,187.45
Startup_4006,EdTech,1,1831068345,6963914609,45,UK,2015,8.03
Startup_4007,HealthTech,1,108329487,226453381.8,3,Singapore,2021,8.6
Startup_4008,SaaS,8,2854716125,4543664307,9,Brazil,2004,69.35
Startup_4009,AI,5,128208834.4,398934150.3,47,China,2020,24.42
Startup_4010,E-commerce,9,2120919430,3884051409,33,Australia,2018,115.82
Startup_4011,AI,6,4934122642,23745165397,50,Germany,2009,67.4
Startup_4012,Blockchain,2,3646965212,15949720561,27,UK,2016,122.16
Startup_4013,Biotech,3,3187636452,7367166667,9,Singapore,2004,12.95
Startup_4014,EdTech,9,1962154990,7036829769,31,Singapore,2016,106.03
Startup_4015,SaaS,5,662528479.7,2031016617,14,China,2014,118.5
Startup_4016,Blockchain,9,3045034546,8032731806,25,USA,2010,118.14
Startup_4017,Biotech,6,1609618428,7107783491,34,France,2002,42.74
Startup_4018,HealthTech,10,3161568473,6468468684,40,Brazil,2015,13.77
Startup_4019,SaaS,1,714607173.8,1421436524,5,Brazil,2022,63.51
Startup_4020,Blockchain,3,1989853476,5964607173,48,Brazil,2010,37.5
Startup_4021,HealthTech,5,4560778895,13113701134,26,Singapore,2003,54.67
Startup_4022,HealthTech,9,4939414647,10257376539,35,UK,2009,109.52
Startup_4023,AI,10,4204882667,10587757171,43,France,2015,95.55
Startup_4024,E-commerce,3,2712892316,11885521996,50,UK,2002,10.46
Startup_4025,AI,7,1133873551,5294126255,21,USA,2013,17.56
Startup_4026,Biotech,2,464646193.7,736965045.8,32,France,2001,159.43
Startup_4027,EdTech,1,1823632414,5143735051,47,India,2004,115.98
Startup_4028,Fintech,6,421698238.8,1624152324,36,France,2001,136.66
Startup_4029,Biotech,3,3368372179,14886313589,4,China,2023,34.02
Startup_4030,Blockchain,8,3982655259,19232029779,2,China,2002,165.9
Startup_4031,Biotech,1,4737539936,19071529701,3,Canada,2000,83.53
Startup_4032,E-commerce,2,236723936.4,866267153.2,21,Canada,2021,72.66
Startup_4033,E-commerce,2,3927505964,18591316212,18,India,2002,24.56
Startup_4034,EdTech,4,4901890867,12131552175,16,China,2000,103.02
Startup_4035,HealthTech,5,1412615078,3177862051,44,USA,2002,87.43
Startup_4036,Fintech,10,4015859765,9455012128,11,France,2004,199.85
Startup_4037,E-commerce,5,3884101471,5831543668,40,Germany,2015,139.1
Startup_4038,Blockchain,1,4863837833,16348511724,1,Brazil,2006,104.25
Startup_4039,HealthTech,8,4785704213,16454362733,42,Germany,2006,20.06
Startup_4040,AI,2,4544153982,21344746426,48,USA,2017,92.91
Startup_4041,Biotech,1,357584160.8,1760165235,37,France,2016,30.32
Startup_4042,E-commerce,3,2892480609,9218002370,18,Canada,2004,107.5
Startup_4043,SaaS,1,3422889818,9280828113,17,Brazil,2017,96.8
Startup_4044,Fintech,10,773300678.7,3001216455,30,USA,2023,163.07
Startup_4045,EdTech,10,1880512567,3997926432,17,Singapore,2010,123.54
Startup_4046,Blockchain,8,1655024207,5881495155,20,UK,2008,60.26
Startup_4047,Fintech,2,4346044935,15436548520,28,China,2002,52.5
Startup_4048,SaaS,7,2021364556,5540438304,38,UK,2011,195.44
Startup_4049,Blockchain,7,3137641713,14342304190,15,Canada,2012,171.97
Startup_4050,HealthTech,10,4350395903,13830075145,3,China,2012,5.59
Startup_4051,Biotech,2,3426841250,12509203540,20,France,2015,152.43
Startup_4052,Fintech,9,832289354.8,4029603833,47,India,2007,37.94
Startup_4053,EdTech,4,266845349.7,972736810.1,48,Canada,2005,11.39
Startup_4054,HealthTech,6,1625416292,7182682103,22,India,2000,196.16
Startup_4055,SaaS,4,1459561364,6271546101,25,Australia,2001,192.14
Startup_4056,Biotech,7,1680230144,4220312976,42,Singapore,2010,126.18
Startup_4057,E-commerce,4,2785094265,9485228176,3,UK,2019,5.18
Startup_4058,E-commerce,3,2559617217,9153249049,6,Germany,2012,144.1
Startup_4059,Blockchain,9,942954583.7,3250292959,35,Germany,2014,198.81
Startup_4060,HealthTech,8,1094867365,2130191466,18,India,2019,123.8
Startup_4061,Blockchain,7,3814830890,6511198381,28,USA,2022,105.05
Startup_4062,E-commerce,10,4799940500,12461322511,49,Singapore,2006,32.84
Startup_4063,EdTech,9,4716196571,17505473739,18,Brazil,2004,197.92
Startup_4064,Blockchain,1,545656516.5,1844818256,14,Canada,2010,28.87
Startup_4065,SaaS,5,1268422613,4500267449,39,India,2016,40.51
Startup_4066,Fintech,1,4123054830,16915380810,13,Brazil,2017,8.85
Startup_4067,Biotech,2,3141716517,13291373709,5,Singapore,2012,12.08
Startup_4068,Biotech,8,78705150.78,123834645.7,6,China,2002,12.18
Startup_4069,Biotech,8,1592186805,5048479145,45,Canada,2018,15.28
Startup_4070,E-commerce,8,3822732711,7768027330,1,USA,2012,168.84
Startup_4071,Blockchain,10,170009785.9,781210295.5,15,Singapore,2018,7.82
Startup_4072,Fintech,2,2007665735,6936506596,25,Australia,2007,195.01
Startup_4073,E-commerce,2,3913930722,7751692679,28,Brazil,2006,82.1
Startup_4074,HealthTech,6,2722374796,9880644083,26,Singapore,2005,19.05
Startup_4075,AI,7,3975683054,13827341148,31,France,2001,23.61
Startup_4076,Fintech,7,2424048916,8207321105,40,Australia,2000,102.28
Startup_4077,Blockchain,6,785836474.2,1812648483,44,China,2017,174.71
Startup_4078,HealthTech,1,1047054845,4944346822,7,Canada,2006,27
Startup_4079,Fintech,9,1392087125,6241301578,27,India,2019,67.84
Startup_4080,EdTech,10,1642279031,3971861154,20,Canada,2004,24.77
Startup_4081,Blockchain,1,4166013830,7626594376,44,Brazil,2004,129.05
Startup_4082,Biotech,9,2124380014,7290771018,17,France,2001,112.23
Startup_4083,Fintech,7,481476719.7,2055593432,27,USA,2013,189.61
Startup_4084,Fintech,5,4282935493,16636487746,37,USA,2015,139.77
Startup_4085,EdTech,9,237967567,976329842.4,5,France,2020,160.13
Startup_4086,Blockchain,5,2994129740,11590982931,37,India,2004,48.24
Startup_4087,Fintech,5,269608888.4,780683939.8,7,UK,2015,7.46
Startup_4088,AI,6,1184976241,4229870468,49,UK,2006,99.35
Startup_4089,E-commerce,2,931412345.7,1594401836,7,USA,2017,140.17
Startup_4090,SaaS,1,3240351981,11121589425,21,Australia,2006,165.59
Startup_4091,Blockchain,10,2156189350,7637453984,30,UK,2018,186.73
Startup_4092,Blockchain,4,2877701512,10925166477,48,UK,2001,107.69
Startup_4093,E-commerce,6,3860584513,6984793477,18,Germany,2005,71.14
Startup_4094,Biotech,4,4970050288,16357756880,35,Brazil,2001,35.33
Startup_4095,Biotech,2,3984635117,10985258171,47,Brazil,2002,29.08
Startup_4096,Biotech,1,3468506225,13734301047,1,USA,2011,8.3
Startup_4097,AI,4,4190669020,11476686793,38,UK,2008,59.12
Startup_4098,AI,9,3565364068,9593720452,43,France,2017,100.64
Startup_4099,Fintech,2,3847257510,12168065662,11,Singapore,2013,78.48
Startup_4100,AI,8,4033875576,10494643707,18,France,2014,55.78
Startup_4101,E-commerce,9,1839392527,3046509321,36,Australia,2023,137
Startup_4102,Blockchain,5,1024798429,3711454342,10,Australia,2015,37.65
Startup_4103,AI,7,805073885.3,2038107946,30,Australia,2020,87
Startup_4104,Blockchain,1,3371425771,11382325919,41,USA,2022,168.28
Startup_4105,Blockchain,2,129825454.9,352847821,12,India,2012,166.35
Startup_4106,Blockchain,7,726091474.4,3293307856,41,India,2003,103.72
Startup_4107,HealthTech,2,2630576506,7057363803,18,France,2019,20.29
Startup_4108,SaaS,7,4000466346,6893374738,19,USA,2001,18.08
Startup_4109,E-commerce,6,1023737617,1636743921,4,Brazil,2000,189.46
Startup_4110,AI,8,4614695064,17192068220,17,Australia,2009,24.71
Startup_4111,Blockchain,7,3054940642,9918805086,12,UK,2018,41.95
Startup_4112,Fintech,3,167322353,614711003.4,19,UK,2013,51.93
Startup_4113,Blockchain,2,805008551.4,2828109280,25,UK,2011,5.9
Startup_4114,HealthTech,6,659665133.6,2315164013,19,France,2011,85.42
Startup_4115,Fintech,3,4856133022,22493002680,7,Germany,2007,82.57
Startup_4116,SaaS,3,2888913326,13110401929,37,India,2009,36.8
Startup_4117,HealthTech,6,3943059146,12222843382,1,India,2001,170.07
Startup_4118,Biotech,4,616644786.2,3000660149,37,USA,2004,116.96
Startup_4119,HealthTech,2,265590585,1152698658,39,Germany,2021,6.18
Startup_4120,E-commerce,4,1111074753,4001961832,21,Germany,2014,135.1
Startup_4121,HealthTech,3,1030152775,2254602386,48,India,2001,47.31
Startup_4122,EdTech,9,2441714319,8446404970,17,UK,2013,40.56
Startup_4123,EdTech,8,871851821.8,3421190848,20,UK,2008,154.15
Startup_4124,E-commerce,8,1609808462,4360984276,38,China,2020,55.96
Startup_4125,E-commerce,10,2525184572,9266565019,6,Germany,2023,65.6
Startup_4126,Fintech,6,4964227592,21491781208,8,Singapore,2009,76.92
Startup_4127,E-commerce,4,3340775819,13670243561,45,France,2014,148.78
Startup_4128,SaaS,9,2352717769,10134861513,8,Brazil,2016,105.69
Startup_4129,Blockchain,7,104395686.7,375369141.3,13,Australia,2005,48.09
Startup_4130,Blockchain,1,1191144698,5515021548,10,USA,2017,114.68
Startup_4131,E-commerce,6,1041381164,2494166157,34,Australia,2002,99.39
Startup_4132,AI,1,3569477951,16368688044,15,Brazil,2000,101.38
Startup_4133,Fintech,7,3882628150,8438039369,13,China,2005,131.29
Startup_4134,Fintech,2,1016616328,2338281969,35,Germany,2011,165.08
Startup_4135,SaaS,8,562283374.9,1489604398,26,France,2007,33.57
Startup_4136,AI,9,3805917175,18905554949,29,India,2007,5.48
Startup_4137,SaaS,10,680143342.2,1773314564,10,Brazil,2005,197.08
Startup_4138,E-commerce,9,3057752739,14039357103,3,Canada,2020,86.26
Startup_4139,EdTech,1,997297645.5,3874463147,2,UK,2015,27.56
Startup_4140,E-commerce,9,4943936736,20214040263,4,Canada,2012,41.52
Startup_4141,SaaS,4,2502773696,10100540922,35,Australia,2010,79.79
Startup_4142,EdTech,7,3072101593,8260760947,36,Australia,2006,21.1
Startup_4143,Biotech,3,1662575295,7637585644,45,USA,2009,41.52
Startup_4144,E-commerce,7,4571996382,22780745391,34,Canada,2001,128.1
Startup_4145,E-commerce,5,309260107.5,1455878210,4,Singapore,2004,51.57
Startup_4146,E-commerce,2,3909506621,12677402924,2,Canada,2022,193.74
Startup_4147,E-commerce,7,247320319.7,391060938.2,19,France,2011,135.58
Startup_4148,E-commerce,1,542524014,1098144201,23,China,2003,5.98
Startup_4149,EdTech,6,97134943.44,384798076.2,6,Australia,2006,150.17
Startup_4150,HealthTech,8,520061105.3,2481040188,50,Brazil,2022,159.75
Startup_4151,Fintech,2,1363160645,6237582794,32,China,2008,34.4
Startup_4152,AI,6,595309735,1699664170,47,Germany,2017,51.06
Startup_4153,AI,2,2686486458,6022727816,31,Australia,2016,63.45
Startup_4154,Blockchain,1,3540086742,9987816119,30,France,2014,188.31
Startup_4155,Biotech,5,38712397.59,187187220.4,17,Brazil,2013,185.81
Startup_4156,Blockchain,7,3378218338,9929372997,41,China,2011,139.27
Startup_4157,Biotech,5,4237842076,9142199377,24,USA,2010,86.86
Startup_4158,AI,5,1635079969,2537685944,50,Canada,2019,74.95
Startup_4159,Biotech,9,2378019086,5077593176,18,Singapore,2013,177.79
Startup_4160,Fintech,6,4057931027,17036249679,26,China,2016,24.65
Startup_4161,HealthTech,7,1599782556,7311234560,46,UK,2003,151.1
Startup_4162,AI,8,1325575202,5114072308,47,Germany,2006,82.73
Startup_4163,Biotech,10,4741978168,15620606597,17,India,2000,40.08
Startup_4164,HealthTech,3,4595755458,18878573605,25,Singapore,2011,37.71
Startup_4165,Blockchain,2,4103419977,9609756955,34,China,2005,168.89
Startup_4166,Biotech,9,4268341051,20496232661,38,Australia,2005,47.53
Startup_4167,EdTech,4,602296232.4,1442310151,34,Canada,2009,149.26
Startup_4168,EdTech,1,2364518671,10128864562,29,Singapore,2017,109.81
Startup_4169,E-commerce,2,2185713214,4099487609,18,China,2008,124.07
Startup_4170,EdTech,5,2945695375,8532032786,2,India,2003,164.69
Startup_4171,EdTech,9,1158662395,3006000979,25,Brazil,2004,139.41
Startup_4172,HealthTech,10,190629160.5,572333466.3,16,Germany,2021,132.35
Startup_4173,Biotech,9,3727165159,11798486672,9,Germany,2021,106.31
Startup_4174,Biotech,6,4659056551,7754158005,30,Singapore,2021,162.13
Startup_4175,EdTech,8,3955160422,16835356454,15,Brazil,2021,46.49
Startup_4176,E-commerce,10,2570390079,8250383142,26,China,2011,78.55
Startup_4177,HealthTech,7,4591615118,21431716333,23,Brazil,2000,180.37
Startup_4178,HealthTech,8,2697211455,6438929459,44,India,2019,132.36
Startup_4179,Blockchain,8,4878333832,23134059445,7,USA,2020,100.67
Startup_4180,EdTech,10,4956247514,14008461489,43,India,2012,183.27
Startup_4181,Fintech,4,1211121090,2671995452,16,Germany,2005,92.17
Startup_4182,SaaS,8,1485635385,4698896576,47,Australia,2022,72.6
Startup_4183,Blockchain,9,4169807369,7877068791,36,Australia,2011,47.38
Startup_4184,SaaS,6,863635808.7,4129916788,33,Australia,2019,88.38
Startup_4185,EdTech,4,116905768.9,313475036.4,33,India,2008,144.5
Startup_4186,AI,9,3262724513,6937493849,40,Singapore,2004,134.04
Startup_4187,E-commerce,7,454620695.2,1994888849,37,UK,2019,38.77
Startup_4188,Fintech,4,1183377006,3185529060,10,China,2020,10.83
Startup_4189,E-commerce,9,2302995407,10261614486,28,India,2015,11.83
Startup_4190,Blockchain,9,3966609760,16583042971,42,UK,2023,78.44
Startup_4191,SaaS,4,1628194774,2706550326,21,Germany,2018,150.76
Startup_4192,SaaS,1,1492118411,7294618411,8,Australia,2022,58.47
Startup_4193,AI,4,2388495879,9198524423,29,Germany,2005,158.93
Startup_4194,SaaS,3,4602399872,11223644375,34,Australia,2009,152.95
Startup_4195,HealthTech,3,314127998.5,765732889.1,34,Brazil,2003,131.72
Startup_4196,SaaS,9,299724010.4,1360255663,8,Germany,2020,130.6
Startup_4197,Fintech,6,1369349572,5188903840,26,USA,2010,100.8
Startup_4198,Biotech,9,3816003383,11829383475,36,China,2008,171.14
Startup_4199,E-commerce,8,2790917891,9158227220,45,Singapore,2016,61.99
Startup_4200,Blockchain,9,1692995563,7943168368,35,USA,2016,143.99
Startup_4201,HealthTech,3,3231379545,11557547178,9,India,2017,169.57
Startup_4202,Blockchain,5,2741284947,5585528412,24,Germany,2012,198.65
Startup_4203,Fintech,6,3702929529,17766837518,34,Canada,2005,165.17
Startup_4204,HealthTech,4,2866793420,13090910932,14,India,2005,31.45
Startup_4205,Blockchain,1,784612272.6,3024051670,8,China,2013,54.48
Startup_4206,Biotech,7,1681020653,7166711722,30,UK,2022,121.83
Startup_4207,SaaS,4,3988908243,13302565533,23,Brazil,2013,197.73
Startup_4208,E-commerce,9,2550366305,11918315921,16,USA,2008,168.76
Startup_4209,Fintech,6,193665171.1,951858548.1,12,Germany,2011,180.34
Startup_4210,E-commerce,3,2797457927,10925967296,37,China,2021,65.31
Startup_4211,Fintech,9,3283635947,5050797509,45,Australia,2021,130.79
Startup_4212,SaaS,4,3568122937,12816715930,31,USA,2017,101.57
Startup_4213,EdTech,1,2555104350,5378097223,2,Germany,2012,63.19
Startup_4214,Blockchain,8,2742562833,5406452682,42,Germany,2022,83.28
Startup_4215,Blockchain,1,4225346227,9393722110,7,USA,2020,179.44
Startup_4216,Blockchain,7,3947927670,15842450722,32,Australia,2012,93.04
Startup_4217,AI,6,1696443967,3912033717,4,Australia,2021,162.98
Startup_4218,EdTech,10,1783519724,6675932413,11,China,2013,168.82
Startup_4219,SaaS,7,2651969170,7775326839,50,USA,2014,172.84
Startup_4220,AI,2,1367382560,3501334898,20,Singapore,2016,40.11
Startup_4221,E-commerce,7,1769881830,5849041899,36,China,2013,154.76
Startup_4222,SaaS,9,1338206505,4732387575,16,Canada,2002,35.83
Startup_4223,SaaS,7,4759528251,17138187015,11,France,2020,47.4
Startup_4224,Blockchain,3,1170181428,1763080423,23,France,2003,187.85
Startup_4225,HealthTech,3,3186925777,6888923203,7,UK,2002,159.95
Startup_4226,EdTech,5,4908396185,23960643124,16,Brazil,2013,64.67
Startup_4227,SaaS,6,3051570139,13028067470,10,Germany,2001,197.13
Startup_4228,E-commerce,1,2158580364,5717215077,34,Germany,2009,44.81
Startup_4229,Fintech,4,3687131067,6466723046,14,Australia,2014,188.38
Startup_4230,EdTech,3,4858252546,11129155295,18,Brazil,2005,198.02
Startup_4231,HealthTech,2,1303920851,2905088392,50,Singapore,2011,53.33
Startup_4232,HealthTech,5,1540789206,6563580116,40,Australia,2006,54.25
Startup_4233,EdTech,4,2876963577,10441980638,45,UK,2018,64.78
Startup_4234,SaaS,4,4118758056,18165157376,7,Germany,2000,41.3
Startup_4235,Blockchain,7,4410480620,16859369077,4,Australia,2023,99.47
Startup_4236,SaaS,8,3560205282,6840101438,43,China,2022,29.53
Startup_4237,E-commerce,5,4056436354,7085243591,13,USA,2019,126.45
Startup_4238,EdTech,1,1333311675,5209035040,41,France,2020,76.77
Startup_4239,Biotech,1,570073407.3,2483497391,50,Canada,2013,97.92
Startup_4240,HealthTech,5,456936507.4,1880727118,10,UK,2002,126.22
Startup_4241,EdTech,3,3289396459,14407295989,8,USA,2001,106.83
Startup_4242,Fintech,10,2805061385,9119185334,49,China,2016,109.97
Startup_4243,HealthTech,4,2014452560,3147961648,32,Australia,2004,172.26
Startup_4244,Fintech,2,4628871637,7313799328,40,Australia,2011,164.75
Startup_4245,AI,5,3258075499,11124456131,22,China,2018,149.67
Startup_4246,AI,7,948358001.7,2336214032,44,France,2019,180.44
Startup_4247,Fintech,3,1936701337,4723891186,28,India,2014,59.28
Startup_4248,Blockchain,9,2292202252,6914065392,22,India,2004,159.59
Startup_4249,EdTech,2,2010844481,8455019107,8,Australia,2018,65.47
Startup_4250,Fintech,10,2549772267,11293259608,4,India,2019,92.44
Startup_4251,Biotech,1,159560762.7,783435199.6,5,Germany,2022,115.48
Startup_4252,HealthTech,10,647882235.3,2977140121,10,Australia,2003,45.19
Startup_4253,AI,5,4445995077,16366431631,30,USA,2007,173.18
Startup_4254,E-commerce,6,3386831389,6761894385,11,UK,2017,65.43
Startup_4255,Blockchain,4,103645302.7,278975748.1,6,USA,2001,124.88
Startup_4256,EdTech,10,4290981261,10959344182,17,China,2019,51.03
Startup_4257,EdTech,6,4584865247,10234952027,50,Canada,2022,48.52
Startup_4258,Blockchain,4,3408523143,10692113396,27,Australia,2013,34.37
Startup_4259,SaaS,9,4052135500,11364149292,49,Brazil,2003,21.77
Startup_4260,Blockchain,7,4435388370,19404619729,39,UK,2011,83.9
Startup_4261,AI,3,3379576696,15530263323,31,China,2009,46.12
Startup_4262,EdTech,2,1704300519,5597457690,29,India,2019,91.17
Startup_4263,Blockchain,3,1043477117,3276174761,45,Germany,2023,63.92
Startup_4264,E-commerce,8,2049363007,3078235885,8,India,2001,25.33
Startup_4265,Biotech,3,3569702786,6998155501,39,Germany,2015,88.04
Startup_4266,EdTech,8,4836665104,14004253831,48,Germany,2000,128.04
Startup_4267,Fintech,4,4025878394,14001491719,35,Singapore,2022,186.28
Startup_4268,Blockchain,9,2647711217,12530840115,3,Germany,2011,18.71
Startup_4269,HealthTech,8,847722335.1,2518120782,4,Germany,2007,75.27
